Date	Time	Global_active_power	Global_reactive_power	Voltage	Global_intensity	Sub_metering_1	Sub_metering_2	"Sub_metering_3
"
21/12/2006	20	1,937767635	0,114937759	235,9862241	8,229875519	1,165975104	0,435684647	14,44813278
21/12/2006	24	0,995991701	0,119742739	240,2708299	4,244813278	1,033195021	0,286307054	3,278008299
22/12/2006	4	0,270108333	0,086158333	245,6906667	1,158333333	0	0,258333333	0
22/12/2006	8	0,815941909	0,086763485	244,1856017	3,415767635	0	0,128630705	3,145228216
22/12/2006	12	1,802904564	0,081834025	239,5319087	7,50373444	6,195020747	0,253112033	16,32780083
22/12/2006	16	1,038423237	0,222124481	240,9136929	4,504564315	2,647302905	0,282157676	5,962655602
22/12/2006	20	2,414082988	0,195012448	238,916556	10,12365145	0	0,261410788	12,34439834
22/12/2006	24	3,379029046	0,104008299	237,9812448	14,38174274	4,232365145	0,269709544	8,406639004
23/12/2006	4	1,723333333	0,093666667	243,5902917	7,538333333	0	0,258333333	0
23/12/2006	8	2,447858921	0,075809129	241,4215353	10,47385892	0	0,128630705	4,975103734
23/12/2006	12	3,387684647	0,120041494	239,2004564	14,21825726	0	0,257261411	13,61410788
23/12/2006	16	3,53053112	0,206273859	240,1102075	14,80829876	0	0,257261411	15,61825726
23/12/2006	20	4,440912863	0,229958506	237,7273859	18,77178423	4,34439834	0,589211618	17,24896266
23/12/2006	24	4,331709544	0,19360166	238,8040249	18,23900415	6,730290456	0,273858921	9,647302905
24/12/2006	4	2,803375	0,079516667	242,0045	12,1275	3,741666667	0,2625	9,625
24/12/2006	8	1,660381743	0,081526971	244,9910788	7,61659751	0	0,257261411	0,074688797
24/12/2006	12	2,243477178	0,091809129	238,9828216	9,702904564	0	2,643153527	12,23651452
24/12/2006	16	2,314829876	0,179659751	240,3234025	9,728630705	1,630705394	17,17427386	4,518672199
24/12/2006	20	1,180697095	0,099917012	241,1045643	4,924481328	1,709543568	0,493775934	2,477178423
24/12/2006	24	0,501369295	0,090846473	242,6341494	2,071369295	0	0,257261411	0,074688797
25/12/2006	4	0,808575	0,106841667	246,3997917	3,33	0	0,1875	3,625
25/12/2006	8	0,535120332	0,08046473	246,7919087	2,196680498	0	0,195020747	0,082987552
25/12/2006	12	2,259236515	0,198572614	242,6502905	9,354356846	2,410788382	0,257261411	5,564315353
25/12/2006	16	2,158846473	0,193759336	243,6708714	9,102074689	13,19502075	0,232365145	4,788381743
25/12/2006	20	2,491360996	0,275020747	240,5732365	10,45892116	7,771784232	2,460580913	2,705394191
25/12/2006	24	3,144614108	0,148190871	240,3311203	13,13692946	4,091286307	4,829875519	7,294605809
26/12/2006	4	2,421725	0,082958333	244,1691667	9,849166667	0	0,325	0
26/12/2006	8	2,725145228	0,089717842	242,7429461	11,18423237	0	0,352697095	2,796680498
26/12/2006	12	3,079153527	0,08120332	238,246971	12,91784232	0	2,298755187	15,52282158
26/12/2006	16	2,950008299	0,133991701	241,9433195	12,24647303	0	6,788381743	17,84647303
26/12/2006	20	3,265211618	0,191327801	239,5055187	13,66058091	0	0,43153527	17,49377593
26/12/2006	24	1,944572614	0,10833195	243,2343983	8,195020747	4,506224066	0,336099585	8,493775934
27/12/2006	4	0,475016667	0,129933333	248,6174583	2,203333333	0	0,1875	0
27/12/2006	8	1,007136929	0,134315353	245,5895021	4,380912863	0	0,253112033	3,639004149
27/12/2006	12	2,025751037	0,094099585	240,0195851	8,405809129	0	0,141078838	17,57261411
27/12/2006	16	0,485502075	0,121394191	243,7138589	2,124481328	0	0,290456432	3,195020747
27/12/2006	20	1,087775934	0,129941909	241,2781743	4,624896266	0	0,145228216	0
27/12/2006	24	1,277261411	0,136547718	243,4458091	5,32033195	0	0,286307054	4,539419087
28/12/2006	4	0,477808333	0,137366667	246,7275833	2,086666667	0	0,145833333	3,025
28/12/2006	8	0,482804979	0,155676349	246,6119917	2,126970954	0	0,286307054	0,506224066
28/12/2006	12	1,112149378	0,117784232	242,0872614	4,719502075	4,883817427	0,141078838	6,502074689
28/12/2006	16	1,084580913	0,127925311	243,2829461	4,526141079	0	0,165975104	9,473029046
28/12/2006	20	2,33720332	0,159153527	239,1760166	9,829045643	0	2,153526971	14,24896266
28/12/2006	24	3,112406639	0,170489627	241,7848548	13,10705394	4,273858921	15,4439834	4,331950207
29/12/2006	4	2,00195	0,100091667	246,62475	8,491666667	0	0,433333333	2,266666667
29/12/2006	8	2,774307054	0,108713693	243,610249	11,38174274	0	0,390041494	2,950207469
29/12/2006	12	2,726049793	0,09253112	240,4636515	11,30456432	0	0,136929461	16,37759336
29/12/2006	16	1,32446473	0,190058091	242,253444	5,553526971	0	0,278008299	14,4813278
29/12/2006	20	1,220539419	0,154481328	235,6761826	5,293775934	0	2,2406639	1,273858921
29/12/2006	24	3,143037344	0,173311203	236,7238174	13,46970954	5,195020747	17,94190871	9,668049793
30/12/2006	4	0,2988	0,126641667	244,6121667	1,388333333	0	0,516666667	0
30/12/2006	8	0,434697095	0,122406639	245,7190456	1,897925311	0	0,340248963	2,423236515
30/12/2006	12	3,301656904	0,270828452	238,8829707	14,03933054	3,066945607	16,13389121	12,13807531
30/12/2006	16	2,410323651	0,310473029	240,3741494	10,14107884	0	9,186721992	17,62240664
30/12/2006	20	3,524414938	0,36580083	234,9742324	15,10124481	5,22406639	6,56846473	16,85477178
30/12/2006	24	1,637510373	0,100929461	238,7444398	7,053112033	4,481327801	0,153526971	2,846473029
31/12/2006	4	0,723225	0,117066667	244,4367917	3,306666667	0	0,291666667	0
31/12/2006	8	2,040970954	0,105261411	242,5314108	8,589211618	0	0,286307054	4,265560166
31/12/2006	12	3,257850622	0,114439834	238,5978423	13,60497925	0	0,141078838	8,713692946
31/12/2006	16	3,243634855	0,121261411	239,1242324	13,53526971	0	0,282157676	10,99170124
31/12/2006	20	2,598298755	0,089253112	236,950166	10,88547718	0	0,290456432	0
31/12/2006	24	2,642116183	0,079145228	237,8243154	11,05228216	0	0,149377593	3,008298755
1/1/2007	4	2,549508333	0,0953	242,2309167	10,47833333	0	0,295833333	0
1/1/2007	8	2,464224066	0,095875519	241,586805	10,12282158	0	0,282157676	0
1/1/2007	12	2,705875519	0,082008299	239,1795436	11,24647303	0	0,157676349	3,614107884
1/1/2007	16	1,997883817	0,135045643	239,0121577	8,387551867	0	0,286307054	6,605809129
1/1/2007	20	1,309385892	0,109236515	238,2550207	5,44813278	0	0,261410788	14,17842324
1/1/2007	24	0,443883817	0,100547718	240,5563485	1,884647303	0	0,178423237	0
2/1/2007	4	0,444725	0,111541667	244,2545417	1,9225	0	0,291666667	0
2/1/2007	8	0,651651452	0,096257261	242,7094606	2,736099585	0	0,149377593	3,593360996
2/1/2007	12	0,437692946	0,108954357	240,1490041	1,843153527	0	0,278008299	0
2/1/2007	16	0,689344398	0,118655602	243,4443154	2,87966805	0	0,298755187	3,954356846
2/1/2007	20	1,765892116	0,174041494	239,5412033	7,426556017	0	0,141078838	14,69709544
2/1/2007	24	1,288248963	0,183344398	241,5553942	5,429045643	0	0,286307054	4,98340249
3/1/2007	4	0,666066667	0,123841667	245,3740417	2,839166667	0	0,283333333	0
3/1/2007	8	0,475360996	0,125908714	244,6939004	2,053112033	0	0,145228216	2,709543568
3/1/2007	12	0,696	0,146298755	241,6655602	3,045643154	0	0,282157676	2,10373444
3/1/2007	16	1,053842324	0,145759336	244,0614523	4,374273859	0	0,157676349	12,14522822
3/1/2007	20	0,330091286	0,162174274	242,5526141	1,541908714	0	0,273858921	0
3/1/2007	24	1,017560166	0,114033195	243,0314108	4,282987552	0	0,286307054	2,813278008
4/1/2007	4	2,755291667	0,096691667	240,2765833	11,43583333	4,379166667	2,533333333	0
4/1/2007	8	2,343825726	0,09833195	239,8165975	9,695435685	0	0,298755187	0
4/1/2007	12	2,238024896	0,111294606	239,2120332	9,374273859	0	0,282157676	12,96680498
4/1/2007	16	2,6186639	0,202049793	240,7278008	11,0373444	0	20,09958506	15,04979253
4/1/2007	20	2,864273859	0,183543568	237,909668	12,05892116	0	7,821576763	17,19502075
4/1/2007	24	0,733518672	0,148871369	240,6206224	3,153526971	0	0,497925311	0
5/1/2007	4	2,291325	0,125541667	241,9665	9,4425	0	0,329166667	2,233333333
5/1/2007	8	2,375917012	0,10186722	241,6276349	9,784232365	0	0,203319502	0
5/1/2007	12	1,92013278	0,103087137	238,6923651	8,073858921	0	0,253112033	2,55186722
5/1/2007	16	0,391087137	0,144190871	243,7052282	1,774273859	0	0,31120332	0
5/1/2007	20	1,876	0,138813278	238,0708299	7,964315353	0,020746888	0,294605809	11,43983402
5/1/2007	24	2,43813278	0,109278008	238,9829461	10,21410788	6,132780083	0,182572614	15,32780083
6/1/2007	4	0,643183333	0,1428	243,2152917	2,774166667	0	0,316666667	4,979166667
6/1/2007	8	0,324481328	0,142547718	242,8419917	1,492946058	0	0,31120332	0,074688797
6/1/2007	12	1,261012448	0,106705394	238,4779253	5,390871369	0	0,165975104	4,10373444
6/1/2007	16	2,183502075	0,153917012	237,2543568	9,408298755	5,543568465	0,31120332	13,97095436
6/1/2007	20	1,119975104	0,127161826	236,1571369	4,870539419	0	0,315352697	0,074688797
6/1/2007	24	0,765153527	0,127659751	240,1728631	3,370124481	0	0,248962656	0,751037344
7/1/2007	4	0,462675	0,142458333	244,6990833	2,061666667	0	0,225	2,454166667
7/1/2007	8	0,327966805	0,158489627	245,169834	1,541908714	0	0,319502075	0,074688797
7/1/2007	12	0,702215768	0,155908714	241,6500415	3,106224066	0	2,033195021	3,626556017
7/1/2007	16	2,542514523	0,20126971	239,8732365	10,7560166	4,112033195	16,22821577	12,93775934
7/1/2007	20	3,196323651	0,223244813	235,4663071	13,68215768	0,165975104	9,091286307	17
7/1/2007	24	2,957526971	0,146082988	238,5939004	12,50373444	3,966804979	6,074688797	17,4439834
8/1/2007	4	1,363216667	0,091258333	241,5547917	5,600833333	0	0,370833333	17,85833333
8/1/2007	8	0,992008299	0,105311203	240,9124066	4,175103734	0	0,385892116	8,489626556
8/1/2007	12	1,568273859	0,12059751	237,7117012	6,590871369	0	0,278008299	14,90041494
8/1/2007	16	1,177966805	0,111062241	240,1926556	4,98340249	0	0,228215768	8,717842324
8/1/2007	20	2,426373444	0,258116183	237,2657676	10,28713693	0	0,34439834	17,24896266
8/1/2007	24	1,807153527	0,178174274	239,9189627	7,653112033	0	0,373443983	6,041493776
9/1/2007	4	0,334683333	0,119941667	243,0147083	1,519166667	0	0,291666667	0,5375
9/1/2007	8	1,108207469	0,120979253	240,6680913	4,716182573	0,062240664	0,203319502	7,356846473
9/1/2007	12	1,566746888	0,116348548	238,4771369	6,545228216	4,663900415	0,319502075	15,80082988
9/1/2007	16	0,352323651	0,135087137	241,6545643	1,613278008	0	0,336099585	0,373443983
9/1/2007	20	2,052273859	0,180904564	238,530083	8,673029046	0,804979253	2,298755187	13,74688797
9/1/2007	24	2,348995851	0,190381743	240,6130705	9,957676349	1,473029046	14,25726141	2,809128631
10/1/2007	4	0,445383333	0,126208333	244,105875	1,978333333	0	0,554166667	2,345833333
10/1/2007	8	0,966497925	0,159908714	242,4709129	4,155186722	0	0,460580913	4,979253112
10/1/2007	12	2,582431535	0,146630705	238,5956432	10,85145228	3,199170124	10,53526971	17,03319502
10/1/2007	16	1,239311203	0,154713693	241,4424066	5,256431535	0	6,145228216	6,360995851
10/1/2007	20	2,257917012	0,235178423	238,9349793	9,601659751	0	0,531120332	9,024896266
10/1/2007	24	1,459767635	0,132082988	240,6992946	6,195020747	0	0,307053942	5,958506224
11/1/2007	4	0,447983333	0,1346	244,787	2,005	0	0,291666667	2,558333333
11/1/2007	8	0,999344398	0,130771784	242,1928216	4,268879668	0	0,286307054	5,099585062
11/1/2007	12	1,59446473	0,12366805	240,5486722	6,61659751	3,489626556	0,20746888	16,82987552
11/1/2007	16	0,391311203	0,148514523	242,9837344	1,794190871	0	0,22406639	0,933609959
11/1/2007	20	3,612987552	0,233178423	236,9328631	15,35103734	2,228215768	4,128630705	17,12863071
11/1/2007	24	2,322630705	0,190987552	239,5817842	9,802489627	0	3,867219917	8,975103734
12/1/2007	4	0,380408333	0,151208333	242,2067083	1,731666667	0	0,466666667	0
12/1/2007	8	1,347112033	0,124033195	242,0710788	5,670539419	0	0,248962656	9,32780083
12/1/2007	12	1,133377593	0,124547718	239,9946473	4,738589212	0	0,286307054	11,39419087
12/1/2007	16	0,29046473	0,121618257	243,6446473	1,385892116	0	0,232365145	0
12/1/2007	20	1,418804979	0,128190871	240,5147718	5,982572614	0	0,31120332	8,601659751
12/1/2007	24	1,521767635	0,18019917	240,7628631	6,357676349	0	0,298755187	5,01659751
13/1/2007	4	0,439858333	0,107258333	242,8649583	1,9675	0	0,216666667	2,554166667
13/1/2007	8	0,663502075	0,129195021	243,0234855	2,857261411	0	0,228215768	2,780082988
13/1/2007	12	2,765526971	0,283087137	237,5660996	11,793361	11,12863071	3,834024896	7,257261411
13/1/2007	16	1,821012448	0,216215768	241,0648963	7,635684647	4,058091286	7,468879668	6,605809129
13/1/2007	20	2,465219917	0,235236515	238,0754357	10,37842324	0	0,381742739	11,26556017
13/1/2007	24	5,074564315	0,235825726	233,1802905	21,87966805	17,2033195	0,215767635	16,60580913
14/1/2007	4	2,564433333	0,158633333	239,8045833	11,0025	2,695833333	0,329166667	4,208333333
14/1/2007	8	1,275419087	0,115477178	240,549917	5,710373444	0	0,315352697	0,070539419
14/1/2007	12	1,584290456	0,092556017	238,6245228	6,877178423	0	1,390041494	7,506224066
14/1/2007	16	1,497053942	0,209302905	240,7775934	6,323651452	2,099585062	1,755186722	11,9626556
14/1/2007	20	3,6362	0,229108333	234,8817917	15,56583333	2,6	13,425	13,12916667
14/1/2007	24	2,045286307	0,140224066	238,186805	8,590871369	0	0,331950207	17,38589212
15/1/2007	4	0,862725	0,095583333	242,926125	3,578333333	0	0,2125	9,704166667
15/1/2007	8	0,700049793	0,093900415	242,650332	2,987551867	0	0,203319502	3,082987552
15/1/2007	12	1,85239834	0,104207469	238,6578838	7,73526971	4,560165975	0,248962656	17,45643154
15/1/2007	16	1,223286307	0,118771784	243,0370954	5,193360996	0	0,261410788	11,03319502
15/1/2007	20	2,135327801	0,137253112	238,7292116	8,979253112	0	2,091286307	17,46473029
15/1/2007	24	2,174141079	0,17839834	241,4700415	9,070539419	0	6,273858921	4,589211618
16/1/2007	4	0,3222	0,10455	243,92225	1,4475	0	0,808333333	0
16/1/2007	8	1,09653112	0,102298755	241,8722822	4,627385892	0,004149378	0,443983402	7,128630705
16/1/2007	12	0,756929461	0,105170124	241,5068465	3,302904564	4,398340249	0,294605809	0,933609959
16/1/2007	16	1,422481328	0,174390041	242,9265975	6,024896266	4,157676349	0,850622407	5,912863071
16/1/2007	20	2,39580083	0,161875519	239,076722	10,08962656	0	0,419087137	13,34024896
16/1/2007	24	1,03853112	0,124962656	242,3945643	4,403319502	0	0,294605809	0
17/1/2007	4	0,418291667	0,094616667	242,8187917	1,768333333	0	0,208333333	2,345833333
17/1/2007	8	0,913070539	0,109983402	241,1919502	3,866390041	0	0,20746888	4,875518672
17/1/2007	12	3,207419087	0,211543568	239,6389212	13,50539419	10	10,04149378	17,51452282
17/1/2007	16	2,135917012	0,132497925	242,9315768	8,814937759	0	8,244813278	17,98755187
17/1/2007	20	2,299244813	0,145078838	240,1345228	9,615767635	0	4,887966805	8,34439834
17/1/2007	24	2,849775934	0,142033195	239,3706639	11,95850622	4,522821577	0,215767635	15,59751037
18/1/2007	4	0,778683333	0,105641667	243,07375	3,255	0	0,216666667	8,083333333
18/1/2007	8	0,983659751	0,096373444	242,1424896	4,19253112	0	0,215767635	5,265560166
18/1/2007	12	1,034207469	0,106556017	239,7666805	4,343568465	0	0,2406639	11,1120332
18/1/2007	16	0,452979253	0,126273859	241,6399585	2,041493776	0	0,286307054	1,170124481
18/1/2007	20	2,423983402	0,181352697	238,2341909	10,19751037	0	0,219917012	16,70124481
18/1/2007	24	1,916863071	0,123792531	240,5939834	8,021576763	0	0,215767635	14,0746888
19/1/2007	4	0,308758333	0,103208333	241,6417917	1,38	0	0,2125	0
19/1/2007	8	1,060937759	0,116580913	240,3327386	4,509543568	0,008298755	0,211618257	3,842323651
19/1/2007	12	1,336240664	0,090896266	237,3668465	5,643153527	4,468879668	0,211618257	12,08713693
19/1/2007	16	0,366165975	0,120248963	243,9277178	1,659751037	0	0,2406639	0
19/1/2007	20	1,013834025	0,127103734	239,1187552	4,302074689	0	0,282157676	5,394190871
19/1/2007	24	2,063186722	0,148	238,6210788	8,680497925	4,248962656	0,211618257	8,435684647
20/1/2007	4	1,25995	0,113016667	242,20775	5,5975	0	0,2125	0
20/1/2007	8	1,323892116	0,098390041	240,9570539	5,862240664	0	0,211618257	2,2406639
20/1/2007	12	2,106697095	0,257294606	237,1575104	9,054771784	6,161825726	2,178423237	5,966804979
20/1/2007	16	2,669410788	0,248979253	239,6572199	11,27136929	8,161825726	10,65560166	16,1120332
20/1/2007	20	3,591543568	0,154182573	234,163527	15,43485477	0	7,929460581	16,73858921
20/1/2007	24	2,085278008	0,117659751	239,1312863	8,774273859	3,618257261	0,481327801	6,410788382
21/1/2007	4	1,40955	0,135791667	242,224	6,1725	0	0,320833333	3,125
21/1/2007	8	1,31746888	0,083502075	242,3936929	5,844813278	0	0,211618257	0
21/1/2007	12	2,213120332	0,12126971	237,5039419	9,467219917	5,178423237	0,203319502	13,09128631
21/1/2007	16	2,286041494	0,239410788	238,873112	9,707053942	13,3153527	2,01659751	13,26970954
21/1/2007	20	3,262124481	0,15279668	234,9347303	14,09626556	3,543568465	14,593361	10,17012448
21/1/2007	24	3,710912863	0,222381743	237,919751	15,85643154	20,89211618	5,755186722	8,485477178
22/1/2007	4	0,285708333	0,096291667	244,3123333	1,279166667	0	0,2125	0
22/1/2007	8	0,854514523	0,10780083	243,599917	3,585892116	0	0,211618257	3,099585062
22/1/2007	12	2,178008299	0,116622407	239,186639	9,078838174	4,373443983	0,248962656	17,45228216
22/1/2007	16	1,322937759	0,118215768	243,4073859	5,436514523	0	0,244813278	16,14522822
22/1/2007	20	1,84326971	0,147319502	238,6554357	7,812448133	0	1,883817427	6,443983402
22/1/2007	24	2,568962656	0,113908714	240,5462656	10,806639	0	9,576763485	4
23/1/2007	4	0,880591667	0,107283333	244,936125	3,886666667	0	3,241666667	2,675
23/1/2007	8	0,905792531	0,09393361	242,9043568	3,982572614	0	0,452282158	1,755186722
23/1/2007	12	0,913228216	0,085053942	241,4003734	3,801659751	0	0,22406639	8,68879668
23/1/2007	16	0,284746888	0,088946058	244,2119917	1,243153527	0	0,182572614	0
23/1/2007	20	2,091510373	0,100755187	242,2944813	8,716182573	0	0,145228216	2,257261411
23/1/2007	24	2,33753527	0,099908714	240,8259751	9,960995851	0	0,182572614	5,634854772
24/1/2007	4	1,59925	0,078691667	243,6014167	6,838333333	0	0,204166667	2,420833333
24/1/2007	8	1,951493776	0,082970954	242,6752697	8,350207469	0	0,203319502	3,253112033
24/1/2007	12	2,865261411	0,112348548	238,4130705	12,10705394	5,278008299	9,062240664	16,74273859
24/1/2007	16	2,20833195	0,165726141	242,4718257	9,121161826	9,095435685	0,381742739	17,92946058
24/1/2007	20	2,185062241	0,120456432	239,8282573	9,109543568	0	0,236514523	3,663900415
24/1/2007	24	1,647170124	0,183327801	241,7878838	6,902074689	0	0,203319502	4,730290456
25/1/2007	4	0,354216667	0,0978	246,1695833	1,536666667	0	0,204166667	1,170833333
25/1/2007	8	0,929078838	0,096622407	244,8199585	3,928630705	0	0,199170124	4,954356846
25/1/2007	12	0,621983402	0,084016598	241,6175934	2,59253112	0	0,195020747	5,763485477
25/1/2007	16	0,894556017	0,123460581	243,5624066	3,718672199	0	0,199170124	7,751037344
25/1/2007	20	2,175452282	0,092008299	241,2825726	9,059751037	4,804979253	0,095435685	17,53112033
25/1/2007	24	1,679145228	0,107327801	243,09	6,951037344	0	0,195020747	9,842323651
26/1/2007	4	0,279808333	0,088616667	244,6650417	1,251666667	0	0,195833333	0
26/1/2007	8	0,977875519	0,082149378	243,4556432	4,122821577	0	0,199170124	5,979253112
26/1/2007	12	1,159526971	0,07279668	240,6875519	4,93526971	0	0,095435685	4,639004149
26/1/2007	16	1,374365145	0,106605809	244,2798755	5,712863071	0	0,195020747	15,18672199
26/1/2007	20	0,878921162	0,117751037	242,4790871	3,71120332	0	0,199170124	0
26/1/2007	24	2,050506224	0,128058091	241,1639004	8,51120332	4,825726141	0,199170124	8,377593361
27/1/2007	4	0,372775	0,078675	244,5265	1,603333333	0,15	0,1	0
27/1/2007	8	0,667385892	0,083253112	244,5006224	2,843153527	0,145228216	0,190871369	2,618257261
27/1/2007	12	1,830838174	0,141261411	238,7285477	7,684647303	0,145228216	2,755186722	13,60580913
27/1/2007	16	2,070564315	0,120887967	241,1055187	8,603319502	2,630705394	6,917012448	17,73858921
27/1/2007	20	1,912414938	0,123178423	239,4249378	7,990041494	2,365145228	2,273858921	11,90871369
27/1/2007	24	1,680896266	0,068182573	241,4687967	7,057261411	0,145228216	3,929460581	5,473029046
28/1/2007	4	1,859633333	0,093991667	242,8585833	7,93	0	5,7	2,1125
28/1/2007	8	1,432149378	0,068630705	244,129834	6,204979253	0	0,518672199	0,074688797
28/1/2007	12	2,089219917	0,069875519	239,8450622	8,901244813	0,410788382	0,331950207	7,381742739
28/1/2007	16	2,913053942	0,190174274	238,9387967	12,31452282	9,609958506	9,958506224	15,63900415
28/1/2007	20	2,59005	0,0946	236,7575	10,92916667	0,008333333	0,5125	17,1875
28/1/2007	24	2,036240664	0,123020747	239,3270954	8,663070539	4,352697095	0,356846473	8,037344398
29/1/2007	4	0,295758333	0,092808333	244,75775	1,2975	0	0,204166667	0
29/1/2007	8	0,767917012	0,090448133	244,5876349	3,233195021	0	0,203319502	3,941908714
29/1/2007	12	1,577062241	0,078647303	237,6983402	6,614107884	0	0,203319502	17,24896266
29/1/2007	16	1,573518672	0,135510373	240,6344813	6,549377593	0	0,203319502	17,67219917
29/1/2007	20	2,168024896	0,190016598	238,2126556	9,15186722	0	0,203319502	17,32365145
29/1/2007	24	1,852116183	0,102647303	239,7582158	7,777593361	4,659751037	0,203319502	7,107883817
30/1/2007	4	0,327891667	0,100766667	243,9917917	1,448333333	0	0,204166667	0,354166667
30/1/2007	8	1,150058091	0,09780083	242,8623651	4,853941909	0	0,190871369	6,680497925
30/1/2007	12	0,76053112	0,099294606	240,4345643	3,271369295	0	0,170124481	6,190871369
30/1/2007	16	0,667792531	0,135618257	243,5646888	2,862240664	0	0,178423237	2,132780083
30/1/2007	20	2,422979253	0,235311203	240,0533195	10,18921162	0	2,622406639	16,11618257
30/1/2007	24	1,786373444	0,082390041	240,193278	7,536929461	4,659751037	2,543568465	2,713692946
31/1/2007	4	0,507258333	0,0927	242,3903333	2,145833333	0	0,229166667	2,220833333
31/1/2007	8	0,601759336	0,099493776	242,2638589	2,590041494	0	0,244813278	2,041493776
31/1/2007	12	1,996141079	0,147145228	236,9289627	8,435684647	0	3,589211618	17,14107884
31/1/2007	16	2,830921162	0,227950207	239,1153527	11,89875519	0	16,70124481	17,4439834
31/1/2007	20	2,344921162	0,104871369	238,9325726	9,847302905	0	3,626556017	17,41908714
31/1/2007	24	1,54053112	0,101161826	239,9770954	6,510373444	0	0,319502075	6,199170124
1/2/2007	4	0,296183333	0,087275	242,847125	1,290833333	0	0,233333333	0
1/2/2007	8	1,558248963	0,088082988	240,7422407	6,532780083	0	0,228215768	9,846473029
1/2/2007	12	2,042282158	0,106713693	237,8512863	8,569294606	4,854771784	0,302904564	17,26556017
1/2/2007	16	0,38006639	0,095526971	241,2991286	1,668879668	0	0,153526971	1,302904564
1/2/2007	20	1,667950207	0,141103734	239,3152697	7,059751037	0	0,34439834	8,502074689
1/2/2007	24	1,634879668	0,107817427	240,3651867	6,775103734	0	0,340248963	17,62655602
2/2/2007	4	0,419941667	0,102225	243,129625	1,801666667	0	0,329166667	1,945833333
2/2/2007	8	1,022746888	0,081219917	241,2510373	4,334439834	0	0,157676349	6,041493776
2/2/2007	12	1,495095436	0,088614108	238,1559751	6,253112033	0	0,319502075	16,99585062
2/2/2007	16	0,816282158	0,109560166	240,3836929	3,442323651	0	0,161825726	6,609958506
2/2/2007	20	1,324248963	0,11033195	239,4565975	5,602489627	0	0,319502075	8,576763485
2/2/2007	24	1,870755187	0,087485477	239,6915353	7,789211618	0	0,190871369	7,257261411
3/2/2007	4	3,266516667	0,07615	238,18225	13,64666667	0	0,275	12,91666667
3/2/2007	8	2,167045643	0,080738589	239,663361	9,139419087	0	0,244813278	0,074688797
3/2/2007	12	1,71639834	0,110572614	240,7221577	7,221576763	0	0,929460581	10,4439834
3/2/2007	16	2,383917012	0,206240664	241,2627386	9,984232365	5,012448133	5,788381743	16,593361
3/2/2007	20	3,954987552	0,362149378	235,8602905	16,96182573	7,481327801	11,26141079	17,06224066
3/2/2007	24	3,320506224	0,186680498	237,8104979	14,01576763	7,199170124	0,497925311	17,33609959
